,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_epochs,param_lr,param_num_layers,param_optimizer_name,param_units,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
59,63.5181574,1.213241962,1.386507273,0.276869978,relu,30,0.001,2,adam,256,"{'activation': 'relu', 'epochs': 30, 'lr': 0.001, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 256}",0.883042812,0.862101734,0.858773172,0.867972573,0.010742561,2
67,73.6112837,2.03685945,1.642644644,0.454636072,relu,30,0.001,3,adam,256,"{'activation': 'relu', 'epochs': 30, 'lr': 0.001, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 256}",0.884786069,0.877952158,0.880805194,0.881181141,0.002802569,1
68,50.70239345,4.224155836,1.674930573,0.493232206,relu,30,0.001,3,sgd,32,"{'activation': 'relu', 'epochs': 30, 'lr': 0.001, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 32}",0.667036474,0.693612278,0.634648919,0.665099223,0.024110635,90
69,46.47585638,0.40992416,1.466439009,0.167172126,relu,30,0.001,3,sgd,64,"{'activation': 'relu', 'epochs': 30, 'lr': 0.001, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 64}",0.710934997,0.691551745,0.710572183,0.704352975,0.009053048,80
70,47.6241262,0.063400882,1.535099506,0.216791748,relu,30,0.001,3,sgd,128,"{'activation': 'relu', 'epochs': 30, 'lr': 0.001, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 128}",0.718383491,0.722459972,0.712949753,0.717931072,0.003895688,71
71,70.16585946,9.714201896,1.367539008,0.245569585,relu,30,0.001,3,sgd,256,"{'activation': 'relu', 'epochs': 30, 'lr': 0.001, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 256}",0.732963562,0.742272973,0.727532089,0.734256208,0.00608696,60
72,44.15799928,2.469680578,1.407036066,0.189606245,tanh,30,1.00E-05,1,adam,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 32}",0.643740118,0.647012234,0.657948971,0.649567107,0.006075547,93
73,44.05698021,1.536566221,1.945372661,0.300872675,tanh,30,1.00E-05,1,adam,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 64}",0.706022203,0.707877636,0.702329993,0.705409944,0.002305823,77
74,50.3277936,0.677769848,1.27603817,0.092947908,tanh,30,1.00E-05,1,adam,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 128}",0.724881113,0.734981775,0.720240951,0.726701279,0.006154009,66
75,54.04510705,0.713859721,1.093201399,0.09978978,tanh,30,1.00E-05,1,adam,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 256}",0.738351822,0.743382454,0.738310337,0.740014871,0.002381301,56
76,41.71113857,3.531838368,1.470763365,0.276661047,tanh,30,1.00E-05,1,sgd,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 32}",0.228684634,0.22032018,0.220954195,0.22331967,0.003802423,134
77,39.67248265,2.114562229,1.420190652,0.087981011,tanh,30,1.00E-05,1,sgd,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 64}",0.233755946,0.220003173,0.214931056,0.222896725,0.007952928,135
78,40.27049057,0.364224613,1.385377725,0.047618557,tanh,30,1.00E-05,1,sgd,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 128}",0.237876385,0.221746713,0.226184815,0.228602638,0.006803234,128
79,47.7063779,0.918804473,1.644908905,0.146321877,tanh,30,1.00E-05,1,sgd,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 256}",0.230269417,0.229671896,0.249801874,0.236581062,0.009351708,125
80,47.91582902,0.406477928,1.364314318,0.113365645,tanh,30,1.00E-05,2,adam,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 32}",0.674326479,0.647804737,0.655254424,0.659128547,0.011168626,91
81,50.51144322,2.207483877,1.893194596,0.398616695,tanh,30,1.00E-05,2,adam,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 64}",0.707606971,0.719606936,0.709938169,0.712384025,0.005195283,75
82,56.94882933,0.333152909,1.721080701,0.199951811,tanh,30,1.00E-05,2,adam,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 128}",0.738193333,0.73672533,0.732604206,0.735840956,0.002365893,59
83,66.02468212,0.0909798,1.297597011,0.02560083,tanh,30,1.00E-05,2,adam,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 256}",0.754833579,0.757647812,0.744650483,0.752377292,0.005583168,52
84,47.60348566,4.17248691,1.450648308,0.100555283,tanh,30,1.00E-05,2,sgd,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 32}",0.221553087,0.217625618,0.207481369,0.215553358,0.005928688,140
85,43.08283226,0.582032966,1.571595351,0.334975352,tanh,30,1.00E-05,2,sgd,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 64}",0.229635492,0.24029164,0.242827713,0.237584949,0.005715669,124
86,58.51837818,17.91450548,1.584413449,0.438123246,tanh,30,1.00E-05,2,sgd,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 128}",0.234706819,0.232366458,0.23030591,0.232459729,0.001797874,126
87,55.56596708,0.272944339,1.403650602,0.046219521,tanh,30,1.00E-05,2,sgd,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 256}",0.257686198,0.279283553,0.22380726,0.253592337,0.022832353,121
88,45.60880033,0.907579737,1.808415333,0.480478408,tanh,30,1.00E-05,3,adam,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 32}",0.64342314,0.670312226,0.638453007,0.650729458,0.013994979,92
89,53.53434237,4.995408493,2.29634889,0.199612411,tanh,30,1.00E-05,3,adam,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 64}",0.721553087,0.721984446,0.715327322,0.719621619,0.003041628,70
90,62.69950978,0.902016726,1.78190136,0.104683972,tanh,30,1.00E-05,3,adam,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 128}",0.750079215,0.753843725,0.744650483,0.749524474,0.003773568,53
91,77.4567101,1.209423238,1.41098094,0.273697741,tanh,30,1.00E-05,3,adam,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 256}",0.763074458,0.769377053,0.754794717,0.762415409,0.005971426,49
92,48.08008671,2.813887091,1.368377924,0.168463674,tanh,30,1.00E-05,3,sgd,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 32}",0.145958796,0.231256932,0.170232996,0.182482908,0.035883963,142
93,45.38796369,0.223197717,1.784945647,0.245706565,tanh,30,1.00E-05,3,sgd,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 64}",0.221394613,0.220954195,0.235219523,0.22585611,0.006623374,132
94,50.47650433,0.225689146,1.681495984,0.250352141,tanh,30,1.00E-05,3,sgd,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 128}",0.259429485,0.233158976,0.247424319,0.246670927,0.010738113,123
95,69.58893641,0.031369623,1.774060329,0.04729933,tanh,30,1.00E-05,3,sgd,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 1e-05, 'num_layers': 3, 'optimizer_name': 'sgd', 'units': 256}",0.274960369,0.234902516,0.239182115,0.249681666,0.017959925,122
96,52.59554156,1.821227062,1.937064409,0.200982191,tanh,30,0.0001,1,adam,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 32}",0.757052302,0.757647812,0.748296082,0.754332066,0.004275003,51
97,62.34787599,15.60161255,1.325815598,0.089377258,tanh,30,0.0001,1,adam,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 64}",0.766244054,0.778887331,0.774766207,0.773299197,0.005264802,44
98,51.72697186,0.412543584,1.217687607,0.090701805,tanh,30,0.0001,1,adam,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 128}",0.785895407,0.791567624,0.781581879,0.786348303,0.004089223,40
99,52.68228078,0.975527186,1.053527514,0.159306348,tanh,30,0.0001,1,adam,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'adam', 'units': 256}",0.796038032,0.804564893,0.799968302,0.800190409,0.003484618,34
100,39.33995779,4.336778408,1.15792497,0.057629744,tanh,30,0.0001,1,sgd,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 32}",0.406656116,0.409890622,0.417974323,0.41150702,0.004759903,110
101,37.45388842,0.373050358,1.565737645,0.14645119,tanh,30,0.0001,1,sgd,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 64}",0.446117282,0.460770339,0.408622593,0.438503404,0.021959435,107
102,40.88725201,0.722307744,1.249770323,0.091824406,tanh,30,0.0001,1,sgd,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 128}",0.470047534,0.473133624,0.439213812,0.460798323,0.015314466,102
103,46.39354634,0.420313306,1.659289598,0.115684373,tanh,30,0.0001,1,sgd,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 1, 'optimizer_name': 'sgd', 'units': 256}",0.496354997,0.517673194,0.476937711,0.496988634,0.016636226,98
104,45.37266421,0.259224808,1.523473104,0.151458668,tanh,30,0.0001,2,adam,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 32}",0.78019017,0.776351273,0.765255988,0.773932477,0.006332213,43
105,48.54934367,1.823678949,1.821955681,0.269672697,tanh,30,0.0001,2,adam,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 64}",0.788431048,0.795213163,0.78728801,0.79031074,0.003497803,39
106,53.1172332,0.131770524,1.636227131,0.141882117,tanh,30,0.0001,2,adam,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 128}",0.815372407,0.824060857,0.803613901,0.814349055,0.008378741,28
107,63.545808,0.709088717,1.198319435,0.131482954,tanh,30,0.0001,2,adam,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'adam', 'units': 256}",0.828050733,0.829925478,0.824060857,0.827345689,0.002445575,22
108,44.30084984,1.894843571,1.451027711,0.202411559,tanh,30,0.0001,2,sgd,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 32}",0.389857382,0.399270892,0.384054512,0.391060929,0.006270085,115
109,44.61026653,0.948077544,1.687330723,0.190400192,tanh,30,0.0001,2,sgd,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 64}",0.412361324,0.409890622,0.367094636,0.396448861,0.020781065,113
110,48.78190104,0.395227065,1.570348978,0.036003543,tanh,30,0.0001,2,sgd,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 128}",0.464817762,0.448565543,0.43128863,0.448223978,0.013690342,104
111,59.95916065,0.414988973,1.726792653,0.165650279,tanh,30,0.0001,2,sgd,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 2, 'optimizer_name': 'sgd', 'units': 256}",0.492868453,0.498652726,0.478522748,0.490014642,0.008462158,99
112,53.05573726,0.076185225,1.676055193,0.136574248,tanh,30,0.0001,3,adam,32,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 32}",0.779397786,0.781898856,0.771437645,0.777578096,0.004460395,41
113,56.34441161,2.517559245,2.08083264,0.521712515,tanh,30,0.0001,3,adam,64,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 64}",0.805863738,0.805991411,0.794737697,0.802197615,0.005275217,33
114,61.96609036,0.06091119,1.580731869,0.190645694,tanh,30,0.0001,3,adam,128,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 128}",0.822345495,0.822000325,0.818196237,0.820847352,0.00187991,25
115,73.12692785,0.810026458,1.792736212,0.158955981,tanh,30,0.0001,3,adam,256,"{'activation': 'tanh', 'epochs': 30, 'lr': 0.0001, 'num_layers': 3, 'optimizer_name': 'adam', 'units': 256}",0.8511886,0.8413378,0.843556821,0.845361074,0.004219088,14
